Denalmo north=Agixo-A south=Amolusnisnu east=Elolesme west=Migina
Daxu north=Mulnile south=Enenesno east=Alixexa west=Aminu-Du
Molmudisma north=Daxila south=Do-Mole east=Anexe west=Asniligo
Amagusmixu north=Axixana south=Esnilma east=Exanalo west=Ano-Do
Emu-Milnu north=Diname south=Dilnimisno east=Aximu-Digismila west=Masmesma
Dudu-Do north=Elesno south=Alalnimismu east=Agegana west=Egine
Dusme north=Asmego south=Dosmolixo east=Emexege west=Musninu
Mimasnu north=Agodiga south=Dudu-A east=Memema west=Emosnixa
Dalagu north=Dixexo south=Magosnu east=Elmilime west=Exodule
Digodu north=Dusnusnu south=Minexigo east=Minine west=Elulno
Esnixu north=Disnula south=Aminele east=Dulmo west=Memasmo
Danesmu north=Dudelu south=Mexasnu east=Desnaga west=Axolasno
Enulmu north=Alo-Dilmiga south=Dolmelo east=Axosma west=Denigu
Delilo north=Mimilne south=Axemigo east=Mu-Esmu west=Elaxala
Dudagu north=Mamexa south=Axexulo east=Aginasnu west=Mo-Axa
Anu-Ala north=Elusno south=Mu-Dego east=Menagu west=Esmena
Du-Emine north=Agaxo south=Dixosna east=Denudo west=Denu-De
Dixiligixa north=Misnosmo south=Mesmaxo east=Mixulme west=Milusmu
Dudu-Mo north=Anosmo south=Dimasmigu east=Managinu west=Elasmu
Egulage north=Dusnixisna south=Enememe east=Modosna west=Asnosmu
Egaxosme north=Egesnu south=Dudema east=Dudinina west=Exoleme
Mexuda north=Axexige south=Egilu-E east=Elinine west=Dusna
Aximino north=Mo-Mudo south=Anudiligo east=Memisno west=Emosmu
Modula north=Modulo south=Dinisna east=Egosmo west=Disnodinigo
Menamigu north=Melena south=Animagu east=Egulema west=Dilasnixe
Amemaximo north=Emusne south=Aneno-De east=Elasnixo west=Asnexo
Dodo north=Eludinisma south=Egu east=Dodisme west=Axeno
Molmulige north=Dasnemisne south=Emusmine east=Asmelixu west=Mu-Mo-Do
Agulexu north=Anemusmo south=Enolulminino east=Alexasnixe west=Anusno
Amolula north=Dalaxe south=Dalaxa east=Damagu west=Elelimo
Masmulmigu north=Dinosnigo east=Mamasne west=Maximo
Dosna north=Dosne south=Alemosme east=Anixine west=Asnode
Esnemo north=Dule south=Egodo east=Musmo-Ma west=Mexu
Dimigo north=Do-Do-Ma south=Dimiga east=Enu-Du west=Esmene
Almalo north=Modasmu south=Egexila east=Enixelo west=Dixixo
Mosmu-E north=Do-Eno south=Axisnima east=Amagolmu west=Esnime
Damosna north=Dago-A south=Emo-Asne east=Malnu-A west=Axesnixo
Agixagu north=Danoda south=Melelo east=Emisme west=Mosnulu
Agusmu north=Mismosnu south=Elmu east=Exudusma west=Du-Ena
Du-Esno north=Musnago south=Asmaxe east=Mismelnino west=Elnigo
Emaxusmu north=Axigola south=Digosmu east=Axula west=Enelane
Ameguda north=Exino south=Esmolo east=Dasmine west=Emu-Mo
Asmosna north=Asmosno south=Emodaga east=Dagosmu west=Eleninu
Anududu north=Musnemu south=Danixine east=Dololu west=Alasnu
Elemu north=Amu-Mimo south=Disneno east=Dinenime west=Desmena
Agu-Da north=Delegigo south=Esnexe east=Menigixu west=Mesmulu
Asmesno north=Megu-A south=Maxasne east=Danulima west=Dasmigu
Asnilnimu north=Egusma south=Axudenu east=Memodu
Agalu north=Exu-Age south=Mixola east=Alesnu west=Dixalma
Misnaxu north=Memaxe south=Ene east=Denosno west=Axagusme
Melnanu north=Mismixa south=Axemixinu east=Elagode west=Elaxolisnisnilne
Asmuda north=Agino-A south=Dolo-A east=Axixisno west=Esnusnisme
Eneludu north=Dimale south=Anigo-Me east=Dinodo west=Dagusne
Misnolna north=Exegina south=Alulmu east=Mudolnu west=Mosnema
Dulismo north=Dinusno south=Amimexe east=Asnesmu west=Emulminimixixe
Asnesma north=Dema south=Esnusmo west=Eno-Exa
Emamolo north=Minesme south=Mo-Ala east=Egagolnu west=Emele
Exexuda north=Damaxo south=Damuligo east=Mixesma west=Axemixo
Dulmola north=Amodo south=Exelo-Dine east=Mulnasmo west=Mesmu
Enudinine north=Alulnixa south=Dalolo west=Manaxu
Milnude north=Egududa south=Enanusne east=Emosmu west=Enulu
Magela north=Ma south=Agodusne east=Egisma west=Musmixe
Axodima north=Mulegilixu south=Denusna east=Mo-Eno west=Egelmilno
Esmismu north=Dismisma south=Asmimu east=Melodo west=Duleno
Anosnisme north=Alema south=Elmima east=Asnaxu west=Magasne
Degelo north=Mu-Dalu south=Dolesne east=Mixigu west=Egenelo
Dolano north=Elmismo south=Mo-Dusmu east=Mina west=Exulima
Mixenu north=Egixamu south=Desnesmo east=Dosmelilixa west=Masmu
Elilna north=Modulile south=Molna east=Alnulu west=Dosma
Mixaxa north=Amixa south=Egixene east=Mu-Daxe west=Dimelixilnu
Enu-Emina north=Dudininime south=Esnixo east=Alaxo west=Asnolu
Do-Ama north=Amixagisna south=Mismode east=Mesnesne west=Emusnimixa
Migasme north=Alesno south=Agemimo east=Egixusnu west=Alododixu
Modesmo north=Exemulmo south=Memu east=Do-Asmismige west=Daxeme
Anodolme north=Eginusma south=Dimodilige east=Mudila west=Enemexo
Alisna north=Anu-Dismo south=Daminisnigu east=Degila west=Meleno
Egeludu north=Amaxage south=Doludo east=Dimana west=Denodine
Mu-Exa north=Anemude south=Mamenimisna east=Enemisna west=Exulu-Ma
Dilasna north=Axusma south=Egasnismo east=Emo-Misno west=Alodisme
Milixinisma north=Mixu south=Magane east=Megolnile west=Elmodixa
Elano-Do north=Esmulixo south=Agamala east=Amaxa west=Dismixu
Anusme north=Elaximu south=Dodu-Mu east=Aniximu west=Mu-Ame
Dimaximo north=Dasmele south=Axenelo east=Mu-Exu west=Amesme
Mimagixa north=Mixosme south=Minige east=Emu-Exa west=Esnanige
Almime north=Alasme south=Almima east=Migosna west=Axanene
Dodu north=Ego south=Emanalixisno east=Mesnixilo west=Esnulu
Dilalnisno north=Anino south=Aginelimismo east=Elmeme west=Axilixu
Modamige north=Dududisna south=Mesnalo east=Emulegu west=Esmu-A
Masnisnu north=Emegegu south=Exolnu east=Manixiga west=Emodosmo
Dememe north=Aginolu south=Alalodinu east=Milegimu west=Enudelmo
Mesmeligo north=Exanude south=Exolale east=Enenuda west=Mimixu
Dagemimu north=Eminixu south=Delodismu east=Amamilu west=Alinala
Exigolu north=Migaligu south=Exanilna east=Mudusmu west=Disnanu
Amexilna north=Amolana south=Dexe east=Dinemige west=Asma
Magiga north=Agimesno south=Dolesnu east=Emudexu west=Elelaxine
Dusmagu north=Dusmago south=Egaxilnila east=Emodulu west=Eginoda
Mino-Mo north=Dagila south=Elulama east=Mamixo west=Ele
Malamilima north=Manene south=Esmegu east=Dimesme west=Axexu-A
Exigusno north=Minu-A south=Disnode east=Dino-Diga west=Mudele
Enanu-A north=Exigeno south=Dexemisnu east=Exinoliga west=Molmino
Mamaxisnigu north=Daxesnu south=Ananexu east=Mage west=Dalmoda
Du-Agisna north=Dulanimo south=Mo-Dilo east=Megusna west=Mudasnima
Axo-Misnu north=Dixu south=Egasmixa east=Exosmo west=Mo-Dimo
Dexesne north=Dasnilu south=Axosmixe east=Anilnu west=Mosne
Degagu north=Diginige south=Modisme east=Dimamo west=Alninu
Emegu north=Mimoda south=Desmudu east=Dixamigu west=Emenanima
Asmolmilna north=Axodelu south=Demosnu east=Mulmodo west=Alo-Mu
Dusnasnu north=Asmama south=Mininile east=Minixila west=Doligu
Axelolu north=Elu south=Milolu east=Danismu west=Agameme
Denelo north=Desname south=Egixu east=Dasmolo west=Dixesme
Elnulna north=Dixu-E south=Anesmo east=Anolo west=Ano-Elixe
Elinago north=Dodu-Da south=Mesmo-Dima east=Dosmu-Mo west=Do-Du
Malalu north=Esnismo south=Egegu-Minu east=Egalame west=Du-Mila
Anexudilo north=Mu-Egima south=Emesno east=Esmalu west=Mosnusmigu
Emego north=Anenasne south=Maxamu east=Axenusma west=Managinu
Anigila north=Mamaxila south=Dinusne east=Enago-Do west=Mosnamu
Ama north=Mixisnisnu south=Mesnaxa west=Esnenu
Amilu-A north=Amilu-E south=Enolmimu east=Axamosmu west=Menexo
Elege north=Asnegu south=Dodu-Migigu east=Dasmula west=Elesne
Danole north=Emu south=Ananu east=Egegilu west=Molnamo
Almosno north=Dodago south=Dodage east=Damusmiga west=Dinimo
Agolisnu north=Magesnu south=Emimalo east=Elnusminige west=Egesme
Memaxu north=Amudude south=Misnime east=Dudixu west=Daxexo
Emolme north=Anaxudu south=Manulo east=Dismu-E west=Dasmu-Mima
Daxe north=Agaxalismu south=Dinemilnine east=Egosne west=Anaxo-E
Dasmemo north=Emulmige south=Disnaxu east=Eximolna west=Amexu-A
Mesnosmo north=Melenimu south=Du-Alna east=Exexusna west=Asmelixu
Axagodixe north=Maxaga south=Enalude east=Aligudo west=Dinosmo
Esnosmo north=Agemasmiga south=Anelosmo east=Dosmema west=Manola
Exesnigu north=Egudiga south=Emagixima east=Aximamu west=Dinanigixu
Mu-Do-E north=Mexo-Dinino south=Mixaga east=Emosne west=Mu-Axu
Dagego north=Maxo-Mo south=Milusna east=Elimu-Me west=Elalosmu
Amaxa north=Daname south=Exenaxo east=Dixilmiga west=Elano-Do
Axanigisne north=Malisna south=Minoda east=Mimixu west=Anegigo
Do-Dexo north=Damula south=Mesmusno east=Elodismigixo west=Degema
Emusmo north=Esmaga south=Elinosno east=Anolulmime west=Amulelige
Dimudisme north=Anago-A south=Ano-Ma east=Agemilinu west=Egalalimo
Musnaxe north=Milnu-Du south=Do-Esne east=Dusnu-Dixa west=Anilo-Mo
Dodo-E north=Dolnusme south=Desnula east=Esmodo west=Mino
Alulo north=Enimeno south=Eginaga east=Egu-Da west=Enododa
Melnudima north=Malodo south=Alnaga east=Enola west=Mixininigixo
Eninexe north=Masmudixe south=Migaxa east=Masmudo west=Anoludimu
Dusnu-Du north=Dimo-Da south=Dimulmo east=Axu-A west=Magemu
Enolaxa north=Milno south=Daleme east=Dagu-Mu west=Egaminu
Meniga north=Mulnaxa south=Egalinu east=Agosmo west=Anamaga
Egusmigo north=Mulnulnixe south=Axudosmu east=Mudino west=Amenexila
Dodisnisnu north=Dolusme south=Emimosno east=Dosmisma west=Mu-Egu
Enigaxixa north=Milna south=Enigala east=Migaga west=Dimo-Ma
Asnulu north=Amaxodo south=Emana east=Anudinilne west=Menesmisne
Mo-Ago north=Mexaxa south=Dexanige east=Degega west=Axila
Esmige north=Magaxe south=Dexixo east=Esnosnige west=Demaxe
Dolixe north=Dalaxu south=Elmulinine east=Asmosma west=Agusma
Manode north=Denolme south=Danilu east=Elismo west=Anulma
Amilaxo north=Mudo-E south=Mesnige east=Migela west=Delalu
Dasmo-Da north=Digagismilmu south=Mosmamilu east=Exelnigo west=Mola
Emisna north=Asnene south=Eludage east=Maxu-A west=Muluda
Asnoda north=Egagamino south=Dusmilnigu east=Dosno west=Melusmina
Egemo-De north=Amolne south=Mesnane east=Amosmu west=Examana
Dudu north=Migale south=Enilinisne east=Delesminigo west=Agemene
Elmasna north=Ananime south=Alimaxo east=Manolnu west=Alimu
Digosna north=Minusno south=Dixale east=Molosma west=Asnude
Mosnaga north=Mosnaxe south=Egegulo east=Disnosna west=Dusnasno
Mudena north=Mexexe south=Esmimine east=Asmaxa west=Dolmesmu
Damalime north=Aligeximo south=Dudasna east=Dusnuliginimo west=Danene
Anolago north=Alesnu south=Memimimismo east=Musnulo west=Mixola
Du-Axo north=Denosnisme south=Du-Axu east=Exelosno
Dolulu north=Agosnu south=Mexosna east=Danu west=Mulusmu
Amosne north=Do-Exe south=Miguda east=Demasmisnu west=Dosmoda
Dolmosmigu north=Emasmisno south=Esmala east=Amolodo west=Emesnu
Magodu north=Dulusmu south=Dulusma east=Elu-Ema west=Dilexe
Melesmu north=Mu-Digu south=Agesne east=Dolmodu west=Daxoligu
Musmilisne north=Esne south=Enalodu east=Exixe west=Enodo
Elnusminige north=Asnale south=Migismo east=Mu-Asnine west=Agolisnu
Mene north=Egosnu south=Eginenu east=Degisna west=Malusma
Elagime north=Exisna south=Exisno east=Amodilu west=Mu-Alna
Asno-E north=Asno-A south=Maxodu east=Megudu west=Dalnulu
Maxe north=Dexalilmo south=Elmasmu east=Esmesna west=Magude
Egudaxo north=Dolexigo south=Emamila east=Do-Egina west=Do-Ena
Minixa north=Enudisnu south=Aganexe east=Dudilo west=Axu-A
Amolnisnismo north=Elosnismo south=Eminu east=Emilemigo west=Asmimisnina
Enalismu north=Dosmamo south=Amagagiga east=Enusmu west=Manalne
Anegime north=Doleme south=Denisno east=Esnelina west=Dusnuliginimo
Dudesno north=Egexisnu east=Amudamo west=Amanage
Denexo north=Anusmimo south=Exaneme east=Mego-A west=Musnasnu
Misnelmu north=Anemesmo south=Mu-Daxo east=Degexe west=Egimalu
Alexena north=Delnele south=Digima east=Milnoda west=Daxesnilo
Elninilmo north=Molmode south=Denosme east=Malemu west=Mosmeme
Agenosne north=Dilosminimu south=Egolexu east=Exilmo west=Dudismu
Elanudilo north=Axilno south=Egixusnu east=Meluline west=Alesno
Mu-Me north=Anememima south=Memula east=Agigulixo west=Esmu-Du
Axulusmu north=Emanexo south=Mesmu east=Amodo west=Elasnimo
Dege north=Amolilne south=Mosnolo east=Maxegu west=Menasnigu
Dixode north=Desmosnu south=Elnamima east=Dusmegismo west=Mixemu
Egenelo north=Agismilo south=Axolisnu east=Degelo west=Dulisnu
Enalisma north=Emo-Misno east=Egimane west=Egasnismo
Molno-Du north=Agosmu south=Asmesma east=Musmusno west=Dolode
Agimalisna north=Mamiga south=Esnusmixu east=Elelimo west=Egaxudo
Menosna north=Milnagile south=Danixe east=Anigolme west=Mosmudu
Migaga north=Migago south=Dudusna east=Modosnu west=Enigaxixa
Eganolmixisna north=Enixodu south=Do-Maxo east=Axasmu west=Emasna
Minasmilmu north=Egino south=Mu-Exu east=Amagago west=Dasmele
Emagame north=Minelmisnu south=Degisna east=Dudaga west=Egosnu
Dilmime north=Migexisnixe south=Miludo east=Dulola west=Alu-Mu
Asmu-E north=Elanude south=Alnasme east=Enude west=Mulasno
Eligusmu north=Meme south=Mema east=Amelo west=Dismama
Anenaxe north=Alela south=Digo-Me east=Esmu-De west=Asnusmima
Eximane north=Du-Dude south=Anodulma east=Daludimo west=Anulmisnisne
Digu-Dime north=Mosmuda south=Anolnixo east=Enanaga west=Masno
Dexodo north=Mageme south=Elenudila east=Anesno west=Magule
Elexu north=Du-Axixe south=Melno east=Mu-Ma west=Enaxima
Minaxa north=Elnoda south=Maxime east=Mu-Mime west=Exuda
Emegige north=Delaga south=Dismage east=Delosmiginu west=Esmasnu
Asnisno north=Amana south=Eludo east=Do-Mu-E west=Dulisna
Enigoda north=Dalime south=Musmode east=Dosnixixe west=Deno
Examilu north=Musnasme south=Dalixinile east=Anasnimo west=Dinela
Amaxosme south=Mosmesmo east=Dodesnu west=Elamaxe
Amolodo north=Esmoligu south=Mamelno east=Agiligu west=Dolmosmigu
Aminaxa north=Migamimile south=Mamela east=Misneme west=Milmusma
Asma north=Elnodu south=Exesmiximu east=Amexilna west=Elmixinu
Degixe north=Agu-Ano south=Dudino east=Anodosnige west=Du-Maxe
Dodude north=Digilme south=Exigu east=Migudima west=Agu-Ma
Asmulno north=Exosmo south=Exosma east=Me west=Egasmixa
Meno-Mo north=Egasna south=Egasno east=Emudine west=Mu-Anime
Dasmege north=Mexa south=Anamago east=Molelmixiximinigixu west=Aximulna
Elneliline north=Digime south=Esnimo east=Malisnina
Emenaxixixu north=Enageliginino south=Emaninu east=Du-Dolnu west=Elusma
Mosnulo north=Enosna south=Esmolme east=Amula west=Mu-A
Dusnasne north=Esnosna south=Asmamu east=Ego-Amimu west=Dosmosno
Exo-De north=Dodemu south=Amu-Ena east=Dagula west=Migode
Agudosnixa north=Exodo-E south=Migaxismo east=Mo-Mesne west=Memiga
Aminolmu north=Egodile south=Disninu east=Modigige west=Demisnixixinime
Migixo north=Dalaxinu south=Axenusma east=Mesnegu west=Anenasne
Mo-E north=Axo south=Dulamu east=Mu-Agu west=Du-Du-Dilo
Mosminina north=Agulo south=Masmeme east=Egolu west=Demala
Modelo north=Dinixu south=Axamosmu east=Mosno-Ma west=Amilu-E
Dodasnisme north=Emosme south=Almula east=Daxagu west=Elu-Exe
Mosnu north=Dasmimu south=Milamo east=Agolo west=Milosnilisma
Esnanige north=Enexesme south=Dodu-E east=Mimagixa west=Denala
Agameme north=Anixesmo south=Egismima east=Axelolu west=Elaxigu
Dixelmo north=Do-Dosmu south=Axalme east=Ego-Misnimu west=Dusno
Dixudiniga north=Egixesnixina south=Emosmino east=Du-Elme west=Anenelilu
Mulnile north=Dixaga south=Daxu east=Dolmu-E west=Daxexa
Agenagu north=Maxine south=Maxino east=Melu west=Misnu-Miximo
Alilmo north=Agude south=Mudosmismo east=Dismilismismo west=Axo-Me
Esnilma north=Amagusmixu south=Dilasmu east=Eligenigu west=Emagasmo
Do-Mige north=Molnolu south=Minexe east=Memuda west=Alnelmu
Elesne north=Enemisna south=Elesna east=Elege west=Mamenimisna
Dudu-A north=Mimasnu south=Dudu-E east=Dusminu west=Dimo-Me
Magosnu north=Dalagu south=Mamagu east=Masnusme west=Asmemige
Dusnusnu north=Mixamisnimo south=Digodu east=Elegusnu west=Demo-A
Enixixu north=Esmo south=Mamexu east=Danuda west=Milimilnixinigine
Dudelu north=Do-Amu south=Danesmu east=Mixusme west=Analme
Alnana north=Enexo-A east=Dago-Mu west=Mu-Asno
Alo-Dilmiga north=Dinosma south=Enulmu east=Dasnaxilo west=Megixo
Mimilne north=Esnole south=Delilo east=Masnixina west=Mulosna
Mamexa north=Aminala south=Dudagu east=Dulusne west=Degisne
Eludalo north=Asmesmu south=Miligixu east=Enixamu west=Dusmisne
Agaxo north=Egosmu south=Du-Emine east=Enudega west=Alenusmisna
Misnosmo north=Elmolino south=Dixiligixa east=Amolmige west=Dudo-Mo
Dimasmigu north=Dudu-Mo south=Modusnilmo east=Dagege west=Disnu-Da
Degasnisme north=Dudusne south=Dagu-Mu east=Aximo-Me west=Milno
Dudema north=Egaxosme south=Molmosmo east=Molnasno west=Molmo
Egilu-E north=Mexuda south=Anolmu east=Mesnolu west=Enexasnile
Anudiligo north=Aximino south=Dasmolo east=Eninu west=Desname
Dinisna north=Modula south=Damolno east=Milolmu west=Exaxa
Memino north=Alulnima south=Eninile east=Agimagu west=Anulago
Aneno-De north=Amemaximo south=Elela east=Amolno west=Mosnesme
Egu north=Dodo south=Egusna east=Axamodu west=Dilmiga
Ageliga north=Asmusnixe south=Amu-E east=Alelexixe west=Danu
Emodagu north=Dasmo-De south=Dodo-Mu east=Axu-Ego west=Magolu
Anemusmo north=Mu-Esno south=Agulexu east=Exulu-Du west=Anodininu
Dalaxe north=Menude south=Amolula east=Mudema west=Dudolmo
Dosne north=Mosmelmiga south=Dosna east=Digule west=Daxusnina
Dule north=Agusmixe south=Esnemo east=Elusnu west=Mexu-Da
Do-Do-Ma north=Desnana south=Dimigo east=Asmano west=Alno-Mismu
Modasmu north=Demego south=Almalo east=Dolemo west=Esmela
Elmismixu north=Exana south=Esmelmismo east=Digelo west=Mixesno
Dago-A north=Dilnu south=Damosna east=Axigemo west=Ego-Misma
Emuline north=Milulinu south=Ememudu east=Delmime west=Esmolmo
Elmu north=Agusmu south=Maxege east=Axinulu west=Mododixa
Musnago north=Asmaxa south=Du-Esno east=Esnisnu west=Esmimine
Dusmama north=Mosno-Ma south=Menolismiga east=Emudesnixe west=Axamosmu
Exino north=Ala south=Ameguda east=Dixolno west=Esmemo
Emodaga north=Asmosna south=Emodosmo east=Emegegu west=Egexisna
Danixine north=Anududu south=Dinu-Mixe east=Agodesmo west=Disnine
Alagulne south=Misno-A east=Anemexu west=Denege
Esnexe north=Agu-Da south=Digaxu east=Daxusna west=Elamo
Maxasne north=Asmesno south=Mulnudismismino east=Misnisno west=Emusmu
Delasmimixu north=Megasmu south=Alima east=Memesnino west=Milnoda
Axudenu north=Asnilnimu south=Muluda east=Asnene
Exu-Age north=Agalo south=Agalu east=Mexode west=Anodeno
Memaxe north=Ena south=Misnaxu east=Amexigimiga west=Dudulu
Menasma north=Asnu-E south=Masmigu east=Eminigu west=Emexeno
Agino-A north=Dismine south=Asmuda east=Esmu-Ma west=Esmexa
Dimale north=Emagu south=Eneludu east=Dodasme west=Musminu
Exegina north=Exanole south=Misnolna east=Du-Mina west=Agudu-Do
Dinusno north=Elexano south=Dulismo east=Exigiximu west=Mosnamo
Demage north=Mexesnu south=Egaxu-E west=Ame
Mo-Ala north=Emamolo south=Esmagimo east=Egulixo west=Amilela
Damaxo north=Mo-Mega south=Exexuda east=Dageno west=Mixulmu
Elnu-Da north=Dixilna south=Egolusnixo east=Molo-Ma west=Amosnisme
Dalolo north=Enudinine south=Axamu west=Anamema
Enanusne north=Milnude south=Dixesme east=Desname west=Demamu
Agodusne north=Magela south=Mo east=Disnixa west=Egigu-E
Denusna north=Axodima south=Mosnoda east=Dosnaga west=Emimixo
Asmimu north=Esmismu south=Denela east=Do-Ame west=Delme
Melanile north=Dismixe south=Dulige east=Dulula west=Du-Mo-A
Dolesne north=Degelo south=Anigilo east=Minudimu west=Axolisnu
Desnesmo north=Mixenu south=Magudu east=Alaximigo west=Melila
Modulile north=Esnena south=Elilna east=Mesnaxo west=Modo-Du
Amixa north=Mosno-Do south=Mixaxa east=Esmulo west=Elu-Elilna
Denemu north=Du-A south=Danusnu east=Menalne west=Analisno
